school,relationship_status,have_ever_relationship,life_satisfaction,relationship_satisfaction,self_desirability,num_relationships
University of Wisconsin-Madison,Single and looking for a relationship,No,2,2,4,
McGill University,"In a relationship, longer than 6 months",Yes,6,8,7,4
Harvard College,Single and looking for a relationship,No,5,3,3,
Wellesley College,Single and not looking for a relationship,No,6,5,6,
University of Washington,"In a relationship, less than 6 months",Yes,6,7,6,1
Brown University,Single and looking for a relationship,No,6,3,6,
Harvard College,Single and looking for a relationship,No,5,0,2,
Washington University in St. Louis,"In a relationship, longer than 6 months",Yes,7,7,6,1
University of Washington,Single and looking for a relationship,Yes,7,4,6,1
The University of Chicago,"In a relationship, less than 6 months",Yes,5,6,3,2
Carleton College,Single and looking for a relationship,Yes,5,2,6,2
Wesleyan University,Single and looking for a relationship,Yes,3,3,6,2
The University of Chicago,Single and looking for a relationship,No,5,1,6,
University of Wisconsin-Madison,Single and looking for a relationship,No,1,2,0,
The Claremont Colleges,Single and looking for a relationship,No,6,,1,
Columbia University,Single and looking for a relationship,No,6,2,8,
Brown University,Single and not looking for a relationship,Yes,7,5,6,1
The Claremont Colleges,Single and looking for a relationship,Yes,5,2,5,1
The Claremont Colleges,Single and looking for a relationship,Yes,,6,5,2
Tufts University,Single and looking for a relationship,No,7,1,5,
Washington University in St. Louis,Single and looking for a relationship,No,4,2,,
The University of Chicago,Single and looking for a relationship,No,2,0,3,
Washington University in St. Louis,"In a relationship, longer than 6 months",Yes,6,7,6,1
University of Wisconsin-Madison,Single and looking for a relationship,No,6,1,5,
Wellesley College,Single and looking for a relationship,No,5,0,5,
Columbia University,Single and not looking for a relationship,No,6,3,5,
Tufts University,Single and looking for a relationship,No,6,3,5,
Massachusetts Institute of Technology,Single and looking for a relationship,Yes,6,3,5,1
Carleton College,"In a relationship, longer than 6 months",Yes,5,7,7,1
"University of California, San Diego",Single and looking for a relationship,Yes,7,6,8,1
University of Wisconsin-Madison,Single and not looking for a relationship,Yes,8,4,6,1
University of Wisconsin-Madison,Single and looking for a relationship,Yes,6,3,7,1
University of Washington,Single and looking for a relationship,No,6,,7,
University of Wisconsin-Madison,Single and not looking for a relationship,No,6,3,2,
Carleton College,Single and looking for a relationship,No,5,3,5,
University of Washington,Single and looking for a relationship,No,3,1,2,
The Claremont Colleges,Single and not looking for a relationship,No,6,4,4,
The Claremont Colleges,Single and looking for a relationship,Yes,3,1,3,1
Massachusetts Institute of Technology,Single and not looking for a relationship,Yes,6,5,,4
"University of California, San Diego",Single and looking for a relationship,No,6,1,6,
University of Washington,Single and looking for a relationship,No,5,,,
University of Pennsylvania,Single and not looking for a relationship,No,3,4,6,
Carleton College,"In a relationship, longer than 6 months",No,6,8,5,
Washington University in St. Louis,Single and looking for a relationship,No,6,3,5,
Washington University in St. Louis,"In a relationship, longer than 6 months",Yes,6,7,7,2
Washington University in St. Louis,Single and looking for a relationship,No,6,3,5,
"University of California, San Diego",Single and looking for a relationship,Yes,6,5,7,2
"University of California, San Diego",Single and looking for a relationship,Yes,4,2,5,1
University of Wisconsin-Madison,"In a relationship, less than 6 months",Yes,5,6,6,1
Brown University,Single and looking for a relationship,Yes,5,4,6,1
Other,Single and looking for a relationship,No,5,3,7,
Tufts University,Single and not looking for a relationship,No,7,5,5,
Princeton University,Single and looking for a relationship,No,6,5,6,
University of Wisconsin-Madison,Single and looking for a relationship,Yes,7,1,6,1
The Claremont Colleges,Single and not looking for a relationship,No,6,4,4,
"University of California, Los Angeles",Single and looking for a relationship,No,4,5,1,
Harvard College,Single and looking for a relationship,Yes,7,5,5,1
Brown University,Single and looking for a relationship,No,4,2,5,
"University of California, Los Angeles",Single and looking for a relationship,Yes,8,8,8,10
Washington University in St. Louis,"In a relationship, less than 6 months",Yes,7,6,6,2
Brown University,Single and looking for a relationship,No,2,0,1,
Harvard College,"In a relationship, less than 6 months",Yes,6,8,6,2
The University of Chicago,Single and looking for a relationship,Yes,6,2,7,3
New York University,Single and looking for a relationship,No,3,2,1,
The University of Chicago,Single and looking for a relationship,No,5,1,7,
Washington University in St. Louis,Single and not looking for a relationship,No,5,5,6,
University of Washington,Single and looking for a relationship,No,3,2,5,
The Claremont Colleges,"In a relationship, longer than 6 months",Yes,4,6,6,1
The University of Chicago,Single and looking for a relationship,No,5,1,3,
University of Wisconsin-Madison,Single and looking for a relationship,Yes,7,4,6,1
Brown University,"In a relationship, less than 6 months",Yes,2,6,7,1
Brown University,Single and looking for a relationship,Yes,7,3,6,1
Carnegie Mellon University,"In a relationship, less than 6 months",No,2,0,5,
Tufts University,Single and looking for a relationship,No,4,2,5,
Harvard College,"In a relationship, longer than 6 months",Yes,7,8,6,3
The University of Chicago,Single and looking for a relationship,No,3,2,4,
Massachusetts Institute of Technology,"In a relationship, less than 6 months",Yes,5,5,5,1
University of Washington,Single and not looking for a relationship,Yes,7,2,,1
"University of California, Los Angeles",Single and looking for a relationship,No,3,1,2,
Yale University,Single and looking for a relationship,Yes,6,5,5,1
University of Wisconsin-Madison,Single and looking for a relationship,No,5,4,3,
University of Wisconsin-Madison,Single and looking for a relationship,Yes,3,1,4,1
Harvard College,"In a relationship, less than 6 months",Yes,4,6,7,1
Brown University,Single and not looking for a relationship,No,7,3,6,
University of Washington,Single and looking for a relationship,No,7,3,7,
Massachusetts Institute of Technology,Single and looking for a relationship,No,6,2,5,
Carleton College,Single and looking for a relationship,Yes,6,2,7,1
The Claremont Colleges,Single and looking for a relationship,No,3,2,4,
Brown University,Single and looking for a relationship,Yes,7,2,6,1
University of Washington,Single and looking for a relationship,Yes,6,5,4,1
The Claremont Colleges,Single and looking for a relationship,Yes,5,1,5,1
Massachusetts Institute of Technology,Single and looking for a relationship,No,6,3,5,
Brown University,"In a relationship, longer than 6 months",Yes,6,7,6,1
McGill University,"In a relationship, longer than 6 months",Yes,5,5,2,2
Harvard College,Single and looking for a relationship,No,4,3,5,
Brown University,Single and looking for a relationship,Yes,6,3,5,2
University of Wisconsin-Madison,Single and looking for a relationship,Yes,5,5,7,2
Wesleyan University,Single and not looking for a relationship,No,3,4,6,
Princeton University,Single and looking for a relationship,No,6,1,4,
University of Washington,Single and looking for a relationship,No,7,2,6,
Harvard College,Single and looking for a relationship,No,7,2,6,
Vanderbilt University,Single and looking for a relationship,Yes,1,5,4,1
Harvard College,Single and looking for a relationship,Yes,6,2,3,1
Tufts University,Single and looking for a relationship,Yes,6,2,6,1
University of Pennsylvania,Single and looking for a relationship,No,6,1,6,
Harvard College,Single and looking for a relationship,No,3,2,3,
Harvard College,Single and looking for a relationship,Yes,6,,8,1
The University of Chicago,Single and not looking for a relationship,Yes,8,5,6,2
"University of California, Los Angeles",Single and not looking for a relationship,No,3,0,2,
"University of California, Berkeley",Single and looking for a relationship,No,6,3,4,
Wellesley College,Single and not looking for a relationship,Yes,5,4,2,1
Wellesley College,Single and not looking for a relationship,No,5,7,6,
McGill University,Single and not looking for a relationship,Yes,3,0,4,1
The Claremont Colleges,Single and looking for a relationship,No,6,4,,
The Claremont Colleges,Single and looking for a relationship,No,6,2,5,
University of Washington,Single and not looking for a relationship,Yes,2,1,3,1
"University of California, San Diego",Single and not looking for a relationship,No,3,2,5,
Brown University,Single and not looking for a relationship,No,6,2,6,
Washington University in St. Louis,Single and not looking for a relationship,No,3,6,5,
Wellesley College,Single and looking for a relationship,No,6,2,6,
Brown University,"In a relationship, longer than 6 months",Yes,6,6,2,1
The Claremont Colleges,Single and not looking for a relationship,No,6,4,4,
Williams College,Single and not looking for a relationship,Yes,6,6,5,1
Williams College,"In a relationship, longer than 6 months",Yes,6,7,8,1
Brown University,Single and looking for a relationship,No,4,2,3,
Williams College,Single and looking for a relationship,Yes,5,4,7,2
Harvard College,Single and looking for a relationship,No,6,5,5,
"University of California, Los Angeles",Single and not looking for a relationship,No,3,,6,
Washington University in St. Louis,Single and not looking for a relationship,Yes,4,4,5,2
University of Wisconsin-Madison,"In a relationship, longer than 6 months",Yes,6,8,5,1
Boston College,Single and looking for a relationship,Yes,6,5,6,2
Brown University,"In a relationship, less than 6 months",Yes,7,0,8,2
Brown University,Single and looking for a relationship,Yes,6,4,5,2
Other,Single and not looking for a relationship,No,6,0,5,
"University of California, Berkeley",Single and not looking for a relationship,No,6,5,5,
Harvard College,Single and looking for a relationship,No,6,1,5,
Brown University,Single and looking for a relationship,No,7,4,6,
Carleton College,Single and looking for a relationship,No,6,3,3,
University of Wisconsin-Madison,Single and not looking for a relationship,No,5,4,6,
McGill University,Single and looking for a relationship,No,6,2,7,
